number of servers switched on: 3
number of jobs: 1000
seed: 500
   time  event        next arrival time    next departure time  job list
124.105  departure              125.058                inf      []
125.058  arrival                125.717                125.368  [[125.058, 0.31]]
125.368  departure              125.717                inf      []
125.717  arrival                126.474                126.194  [[125.717, 0.477]]
126.194  departure              126.474                inf      []
126.474  arrival                128.445                127.139  [[126.474, 0.665]]
127.139  departure              128.445                inf      []
128.445  arrival                129.325                129.012  [[128.445, 0.567]]
129.012  departure              129.325                inf      []
129.325  arrival                129.855                129.79   [[129.325, 0.465]]
129.79   departure              129.855                inf      []
129.855  arrival                130.75                 130.336  [[129.855, 0.481]]
130.336  departure              130.75                 inf      []
130.75   arrival                131.11                 131.243  [[130.75, 0.493]]
131.11   arrival                132.019                131.376  [[130.75, 0.133], [131.11, 0.463]]
131.376  departure              132.019                131.706  [[131.11, 0.33]]
131.706  departure              132.019                inf      []
132.019  arrival                133.471                132.494  [[132.019, 0.475]]
132.494  departure              133.471                inf      []
133.471  arrival                133.845                134.088  [[133.471, 0.617]]
133.845  arrival                135.33                 134.331  [[133.471, 0.243], [133.845, 0.448]]
134.331  departure              135.33                 134.536  [[133.845, 0.205]]
134.536  departure              135.33                 inf      []
135.33   arrival                135.853                135.876  [[135.33, 0.546]]
135.853  arrival                136.832                135.899  [[135.33, 0.023], [135.853, 0.596]]
135.899  departure              136.832                136.472  [[135.853, 0.573]]
136.472  departure              136.832                inf      []
136.832  arrival                137.431                137.419  [[136.832, 0.587]]
137.419  departure              137.431                inf      []
137.431  arrival                138.135                137.775  [[137.431, 0.344]]
137.775  departure              138.135                inf      []
138.135  arrival                139.067                138.622  [[138.135, 0.487]]
138.622  departure              139.067                inf      []
139.067  arrival                139.944                139.735  [[139.067, 0.668]]
139.735  departure              139.944                inf      []
139.944  arrival                140.654                140.439  [[139.944, 0.495]]
140.439  departure              140.654                inf      []
140.654  arrival                141.283                140.959  [[140.654, 0.305]]
140.959  departure              141.283                inf      []
141.283  arrival                inf                    141.633  [[141.283, 0.35]]
141.633  departure              inf                    inf      []
mean response time is: 0.522563

number of servers switched on: 7
number of jobs: 1000
seed: 500
   time  event        next arrival time    next departure time  job list
-------  ---------  -------------------  ---------------------  ------------------------------------------------
  0      None                     1                    inf      []
  1      arrival                  1.927                  1.604  [[1.0, 0.604]]
  1.604  departure                1.927                inf      []
  1.927  arrival                  2.941                  2.343  [[1.927, 0.416]]
  2.343  departure                2.941                inf      []
  2.941  arrival                  4.399                  3.606  [[2.941, 0.665]]
  3.606  departure                4.399                inf      []
  4.399  arrival                  5.436                  4.826  [[4.399, 0.427]]
  4.826  departure                5.436                inf      []
  5.436  arrival                  5.733                  6.026  [[5.436, 0.59]]
  5.733  arrival                  6.104                  6.319  [[5.436, 0.293], [5.733, 0.68]]
  6.104  arrival                  7.058                  6.425  [[5.436, 0.107], [5.733, 0.494], [6.104, 0.575]]
  6.425  departure                7.058                  7.199  [[5.733, 0.387], [6.104, 0.468]]
  7.058  arrival                  8.021                  7.268  [[5.733, 0.07], [6.104, 0.151], [7.058, 0.598]]
  7.268  departure                8.021                  7.43   [[6.104, 0.081], [7.058, 0.528]]
  7.43   departure                8.021                  7.877  [[7.058, 0.447]]
  7.877  departure                8.021                inf      []
  8.021  arrival                  9.966                  8.409  [[8.021, 0.388]]
  8.409  departure                9.966                inf      []
  9.966  arrival                 10.788                 10.473  [[9.966, 0.507]]
 10.473  departure               10.788                inf      []
 10.788  arrival                 11.45                  11.254  [[10.788, 0.466]]
 11.254  departure               11.45                 inf      []
 11.45   arrival                 12.279                 11.946  [[11.45, 0.496]]
 11.946  departure               12.279                inf      []
 12.279  arrival                 13.346                 12.722  [[12.279, 0.443]]
 12.722  departure               13.346                inf      []
 13.346  arrival                 14.58                  13.671  [[13.346, 0.325]]
 13.671  departure               14.58                 inf      []
 14.58   arrival                 15.296                 15.012  [[14.58, 0.432]]
 15.012  departure               15.296                inf      []
 15.296  arrival                 16.958                 15.795  [[15.296, 0.499]]
 15.795  departure               16.958                inf      []
 16.958  arrival                 17.61                  17.381  [[16.958, 0.423]]
 17.381  departure               17.61                 inf      []
 17.61   arrival                 18.75                  18.093  [[17.61, 0.483]]
 18.093  departure               18.75                 inf      []
 18.75   arrival                 20.874                 19.141  [[18.75, 0.391]]
 19.141  departure               20.874                inf      []
 20.874  arrival                 21.999                 21.199  [[20.874, 0.325]]
 21.199  departure               21.999                inf      []
 21.999  arrival                 22.387                 22.369  [[21.999, 0.37]]
 22.369  departure               22.387                inf      []
 22.387  arrival                 23.077                 23.074  [[22.387, 0.687]]
 23.074  departure               23.077                inf      []
 23.077  arrival                 24.078                 23.637  [[23.077, 0.56]]
 23.637  departure               24.078                inf      []
 24.078  arrival                 25.739                 24.415  [[24.078, 0.337]]
 24.415  departure               25.739                inf      []
 25.739  arrival                 26.527                 26.182  [[25.739, 0.443]]
 26.182  departure               26.527                inf      []
 26.527  arrival                 27.819                 27.166  [[26.527, 0.639]]
 27.166  departure               27.819                inf      []
 27.819  arrival                 28.653                 28.336  [[27.819, 0.517]]
 28.336  departure               28.653                inf      []
 28.653  arrival                 30.413                 28.976  [[28.653, 0.323]]
 28.976  departure               30.413                inf      []
 30.413  arrival                 31.55                  30.829  [[30.413, 0.416]]
 30.829  departure               31.55                 inf      []
 31.55   arrival                 32.037                 32.074  [[31.55, 0.524]]
 32.037  arrival                 32.972                 32.111  [[31.55, 0.037], [32.037, 0.354]]
 32.111  departure               32.972                 32.428  [[32.037, 0.317]]
 32.428  departure               32.972                inf      []
 32.972  arrival                 33.828                 33.516  [[32.972, 0.544]]
 33.516  departure               33.828                inf      []
 33.828  arrival                 35.152                 34.313  [[33.828, 0.485]]
 34.313  departure               35.152                inf      []
 35.152  arrival                 36.086                 35.807  [[35.152, 0.655]]
 35.807  departure               36.086                inf      []
 36.086  arrival                 36.713                 36.489  [[36.086, 0.403]]
 36.489  departure               36.713                inf      []
 36.713  arrival                 37.163                 37.264  [[36.713, 0.551]]
 37.163  arrival                 38.781                 37.365  [[36.713, 0.101], [37.163, 0.584]]
 37.365  departure               38.781                 37.848  [[37.163, 0.483]]
 37.848  departure               38.781                inf      []
 38.781  arrival                 40.63                  39.144  [[38.781, 0.363]]
 39.144  departure               40.63                 inf      []
 40.63   arrival                 41.171                 40.961  [[40.63, 0.331]]
 40.961  departure               41.171                inf      []
 41.171  arrival                 42.306                 41.558  [[41.171, 0.387]]
 41.558  departure               42.306                inf      []
 42.306  arrival                 43.649                 42.643  [[42.306, 0.337]]
 42.643  departure               43.649                inf      []
 43.649  arrival                 44.99                  44.131  [[43.649, 0.482]]
 44.131  departure               44.99                 inf      []
 44.99   arrival                 46.223                 45.563  [[44.99, 0.573]]
 45.563  departure               46.223                inf      []
 46.223  arrival                 46.848                 46.69   [[46.223, 0.467]]
 46.69   departure               46.848                inf      []
 46.848  arrival                 48.495                 47.437  [[46.848, 0.589]]
 47.437  departure               48.495                inf      []
 48.495  arrival                 49.52                  48.975  [[48.495, 0.48]]
 48.975  departure               49.52                 inf      []
 49.52   arrival                 50.508                 50.063  [[49.52, 0.543]]
 50.063  departure               50.508                inf      []
 50.508  arrival                 51.258                 50.827  [[50.508, 0.319]]
 50.827  departure               51.258                inf      []
 51.258  arrival                 52.164                 51.857  [[51.258, 0.599]]
 51.857  departure               52.164                inf      []
 52.164  arrival                 52.654                 52.657  [[52.164, 0.493]]
 52.654  arrival                 53.516                 52.66   [[52.164, 0.003], [52.654, 0.329]]
 52.66   departure               53.516                 52.986  [[52.654, 0.326]]
 52.986  departure               53.516                inf      []
 53.516  arrival                 54.527                 54.098  [[53.516, 0.582]]
 54.098  departure               54.527                inf      []
 54.527  arrival                 55.586                 55.063  [[54.527, 0.536]]
 55.063  departure               55.586                inf      []
 55.586  arrival                 56.467                 56.252  [[55.586, 0.666]]
 56.252  departure               56.467                inf      []
 56.467  arrival                 57.485                 57.015  [[56.467, 0.548]]
 57.015  departure               57.485                inf      []
 57.485  arrival                 58.678                 57.966  [[57.485, 0.481]]
 57.966  departure               58.678                inf      []
 58.678  arrival                 59.658                 59.087  [[58.678, 0.409]]
 59.087  departure               59.658                inf      []
 59.658  arrival                 60.623                 60.246  [[59.658, 0.588]]
 60.246  departure               60.623                inf      []
 60.623  arrival                 61.437                 60.97   [[60.623, 0.347]]
 60.97   departure               61.437                inf      []
 61.437  arrival                 62.013                 61.788  [[61.437, 0.351]]
 61.788  departure               62.013                inf      []
 62.013  arrival                 62.675                 62.617  [[62.013, 0.604]]
 62.617  departure               62.675                inf      []
 62.675  arrival                 64.228                 63.042  [[62.675, 0.367]]
 63.042  departure               64.228                inf      []
 64.228  arrival                 64.94                  64.605  [[64.228, 0.377]]
 64.605  departure               64.94                 inf      []
 64.94   arrival                 66.079                 65.343  [[64.94, 0.403]]
 65.343  departure               66.079                inf      []
 66.079  arrival                 66.882                 66.507  [[66.079, 0.428]]
 66.507  departure               66.882                inf      []
 66.882  arrival                 67.591                 67.263  [[66.882, 0.381]]
 67.263  departure               67.591                inf      []
 67.591  arrival                 68.655                 67.936  [[67.591, 0.345]]
 67.936  departure               68.655                inf      []
 68.655  arrival                 69.443                 69.276  [[68.655, 0.621]]
 69.276  departure               69.443                inf      []
 69.443  arrival                 70.21                  69.853  [[69.443, 0.41]]
 69.853  departure               70.21                 inf      []
 70.21   arrival                 71.629                 70.547  [[70.21, 0.337]]
 70.547  departure               71.629                inf      []
 71.629  arrival                 72.27                  72.134  [[71.629, 0.505]]
 72.134  departure               72.27                 inf      []
 72.27   arrival                 72.856                 72.805  [[72.27, 0.535]]
 72.805  departure               72.856                inf      []
 72.856  arrival                 73.987                 73.56   [[72.856, 0.704]]
 73.56   departure               73.987                inf      []
 73.987  arrival                 75.844                 74.382  [[73.987, 0.395]]
 74.382  departure               75.844                inf      []
 75.844  arrival                 76.718                 76.531  [[75.844, 0.687]]
 76.531  departure               76.718                inf      []
 76.718  arrival                 77.165                 77.299  [[76.718, 0.581]]
 77.165  arrival                 78.527                 77.433  [[76.718, 0.134], [77.165, 0.435]]
 77.433  departure               78.527                 77.734  [[77.165, 0.301]]
 77.734  departure               78.527                inf      []
 78.527  arrival                 79.979                 78.914  [[78.527, 0.387]]
 78.914  departure               79.979                inf      []
 79.979  arrival                 80.991                 80.651  [[79.979, 0.672]]
 80.651  departure               80.991                inf      []
 80.991  arrival                 81.947                 81.515  [[80.991, 0.524]]
 81.515  departure               81.947                inf      []
 81.947  arrival                 82.704                 82.339  [[81.947, 0.392]]
 82.339  departure               82.704                inf      []
 82.704  arrival                 83.347                 83.125  [[82.704, 0.421]]
 83.125  departure               83.347                inf      []
 83.347  arrival                 84.035                 83.759  [[83.347, 0.412]]
 83.759  departure               84.035                inf      []
 84.035  arrival                 84.884                 84.4    [[84.035, 0.365]]
 84.4    departure               84.884                inf      []
 84.884  arrival                 85.893                 85.21   [[84.884, 0.326]]
 85.21   departure               85.893                inf      []
 85.893  arrival                 87.4                   86.447  [[85.893, 0.554]]
 86.447  departure               87.4                  inf      []
 87.4    arrival                 88.732                 87.752  [[87.4, 0.352]]
 87.752  departure               88.732                inf      []
 88.732  arrival                 90.142                 89.051  [[88.732, 0.319]]
 89.051  departure               90.142                inf      []
 90.142  arrival                 91.531                 90.597  [[90.142, 0.455]]
 90.597  departure               91.531                inf      []
 91.531  arrival                 92.213                 92.133  [[91.531, 0.602]]
 92.133  departure               92.213                inf      []
 92.213  arrival                 92.755                 92.85   [[92.213, 0.637]]
 92.755  arrival                 93.931                 92.945  [[92.213, 0.095], [92.755, 0.61]]
 92.945  departure               93.931                 93.46   [[92.755, 0.515]]
 93.46   departure               93.931                inf      []
 93.931  arrival                 94.647                 94.295  [[93.931, 0.364]]
 94.295  departure               94.647                inf      []
 94.647  arrival                 95.764                 95.195  [[94.647, 0.548]]
 95.195  departure               95.764                inf      []
 95.764  arrival                 97.109                 96.157  [[95.764, 0.393]]
 96.157  departure               97.109                inf      []
 97.109  arrival                 97.454                 97.65   [[97.109, 0.541]]
 97.454  arrival                 98.218                 97.846  [[97.109, 0.196], [97.454, 0.468]]
 97.846  departure               98.218                 98.118  [[97.454, 0.272]]
 98.118  departure               98.218                inf      []
 98.218  arrival                 98.517                 98.87   [[98.218, 0.652]]
 98.517  arrival                 98.864                 99.203  [[98.218, 0.353], [98.517, 0.343]]
 98.864  arrival                100.05                  99.374  [[98.218, 0.18], [98.517, 0.17], [98.864, 0.64]]
 99.374  departure              100.05                  99.394  [[98.218, 0.01], [98.864, 0.47]]
 99.394  departure              100.05                  99.854  [[98.864, 0.46]]
 99.854  departure              100.05                 inf      []
100.05   arrival                100.511                100.373  [[100.05, 0.323]]
100.373  departure              100.511                inf      []
100.511  arrival                101.848                101.014  [[100.511, 0.503]]
101.014  departure              101.848                inf      []
101.848  arrival                102.936                102.326  [[101.848, 0.478]]
102.326  departure              102.936                inf      []
102.936  arrival                104.256                103.367  [[102.936, 0.431]]
103.367  departure              104.256                inf      []
104.256  arrival                104.753                104.61   [[104.256, 0.354]]
104.61   departure              104.753                inf      []
104.753  arrival                105.496                105.228  [[104.753, 0.475]]
105.228  departure              105.496                inf      []
105.496  arrival                107.062                105.839  [[105.496, 0.343]]
105.839  departure              107.062                inf      []
107.062  arrival                108.378                107.467  [[107.062, 0.405]]
107.467  departure              108.378                inf      []
108.378  arrival                109.299                108.725  [[108.378, 0.347]]
108.725  departure              109.299                inf      []
109.299  arrival                109.869                109.954  [[109.299, 0.655]]
109.869  arrival                110.704                110.039  [[109.299, 0.085], [109.869, 0.584]]
110.039  departure              110.704                110.538  [[109.869, 0.499]]
110.538  departure              110.704                inf      []
110.704  arrival                111.67                 111.206  [[110.704, 0.502]]
111.206  departure              111.67                 inf      []
111.67   arrival                112.464                112.265  [[111.67, 0.595]]
112.265  departure              112.464                inf      []
112.464  arrival                113.974                112.866  [[112.464, 0.402]]
112.866  departure              113.974                inf      []
113.974  arrival                115.215                114.345  [[113.974, 0.371]]
114.345  departure              115.215                inf      []
115.215  arrival                116.389                115.675  [[115.215, 0.46]]
115.675  departure              116.389                inf      []
116.389  arrival                117.064                116.766  [[116.389, 0.377]]
116.766  departure              117.064                inf      []
117.064  arrival                117.654                117.415  [[117.064, 0.351]]
117.415  departure              117.654                inf      []
117.654  arrival                118.702                118.004  [[117.654, 0.35]]
118.004  departure              118.702                inf      []
118.702  arrival                119.584                119.028  [[118.702, 0.326]]
119.028  departure              119.584                inf      []
119.584  arrival                120.572                120.07   [[119.584, 0.486]]
120.07   departure              120.572                inf      []
120.572  arrival                121.356                120.891  [[120.572, 0.319]]
120.891  departure              121.356                inf      []
121.356  arrival                121.91                 121.743  [[121.356, 0.387]]
121.743  departure              121.91                 inf      []
121.91   arrival                123.091                122.346  [[121.91, 0.436]]
122.346  departure              123.091                inf      []
123.091  arrival                123.649                123.545  [[123.091, 0.454]]
123.545  departure              123.649                inf      []
123.649  arrival                125.058                124.193  [[123.649, 0.544]]
124.193  departure              125.058                inf      []
125.058  arrival                125.733                125.385  [[125.058, 0.327]]
125.385  departure              125.733                inf      []
125.733  arrival                126.921                126.149  [[125.733, 0.416]]
126.149  departure              126.921                inf      []
126.921  arrival                128.774                127.303  [[126.921, 0.382]]
127.303  departure              128.774                inf      []
128.774  arrival                129.84                 129.431  [[128.774, 0.657]]
129.431  departure              129.84                 inf      []
129.84   arrival                130.626                130.216  [[129.84, 0.376]]
130.216  departure              130.626                inf      []
130.626  arrival                131.11                 131.153  [[130.626, 0.527]]
131.11   arrival                132.39                 131.196  [[130.626, 0.043], [131.11, 0.488]]
131.196  departure              132.39                 131.641  [[131.11, 0.445]]
131.641  departure              132.39                 inf      []
132.39   arrival                133.546                132.991  [[132.39, 0.601]]
132.991  departure              133.546                inf      []
133.546  arrival                134.12                 134.071  [[133.546, 0.525]]
134.071  departure              134.12                 inf      []
134.12   arrival                135.76                 134.69   [[134.12, 0.57]]
134.69   departure              135.76                 inf      []
135.76   arrival                136.672                136.074  [[135.76, 0.314]]
136.074  departure              136.672                inf      []
136.672  arrival                137.431                137.027  [[136.672, 0.355]]
137.027  departure              137.431                inf      []
137.431  arrival                138.153                137.793  [[137.431, 0.362]]
137.793  departure              138.153                inf      []
138.153  arrival                139.581                138.744  [[138.153, 0.591]]
138.744  departure              139.581                inf      []
139.581  arrival                140.417                140      [[139.581, 0.419]]
140      departure              140.417                inf      []
140.417  arrival                141.178                140.809  [[140.417, 0.392]]
140.809  departure              141.178                inf      []
141.178  arrival                inf                    141.492  [[141.178, 0.314]]
141.492  departure              inf                    inf      []
mean response time is: 0.502748

number of servers switched on: 8
number of jobs: 1000
seed: 500
   time  event        next arrival time    next departure time  job list
-------  ---------  -------------------  ---------------------  ------------------------------------
  0      None                     1                    inf      []
  1      arrival                  2.199                  1.629  [[1.0, 0.629]]
  1.629  departure                2.199                inf      []
  2.199  arrival                  3.585                  2.723  [[2.199, 0.524]]
  2.723  departure                3.585                inf      []
  3.585  arrival                  4.727                  4.059  [[3.585, 0.474]]
  4.059  departure                4.727                inf      []
  4.727  arrival                  5.643                  5.159  [[4.727, 0.432]]
  5.159  departure                5.643                inf      []
  5.643  arrival                  6.012                  6.316  [[5.643, 0.673]]
  6.012  arrival                  6.897                  6.62   [[5.643, 0.304], [6.012, 0.608]]
  6.62   departure                6.897                  6.924  [[6.012, 0.304]]
  6.897  arrival                  8.021                  6.951  [[6.012, 0.027], [6.897, 0.653]]
  6.951  departure                8.021                  7.577  [[6.897, 0.626]]
  7.577  departure                8.021                inf      []
  8.021  arrival                 10                      8.426  [[8.021, 0.405]]
  8.426  departure               10                    inf      []
 10      arrival                 11.078                 10.408  [[10.0, 0.408]]
 10.408  departure               11.078                inf      []
 11.078  arrival                 12.098                 11.486  [[11.078, 0.408]]
 11.486  departure               12.098                inf      []
 12.098  arrival                 12.983                 12.445  [[12.098, 0.347]]
 12.445  departure               12.983                inf      []
 12.983  arrival                 13.833                 13.634  [[12.983, 0.651]]
 13.634  departure               13.833                inf      []
 13.833  arrival                 15.167                 14.427  [[13.833, 0.594]]
 14.427  departure               15.167                inf      []
 15.167  arrival                 16.958                 15.714  [[15.167, 0.547]]
 15.714  departure               16.958                inf      []
 16.958  arrival                 17.653                 17.399  [[16.958, 0.441]]
 17.399  departure               17.653                inf      []
 17.653  arrival                 20.152                 18.321  [[17.653, 0.668]]
 18.321  departure               20.152                inf      []
 20.152  arrival                 21.125                 20.65   [[20.152, 0.498]]
 20.65   departure               21.125                inf      []
 21.125  arrival                 22.235                 21.795  [[21.125, 0.67]]
 21.795  departure               22.235                inf      []
 22.235  arrival                 22.968                 22.667  [[22.235, 0.432]]
 22.667  departure               22.968                inf      []
 22.968  arrival                 24.052                 23.5    [[22.968, 0.532]]
 23.5    departure               24.052                inf      []
 24.052  arrival                 25.739                 24.421  [[24.052, 0.369]]
 24.421  departure               25.739                inf      []
 25.739  arrival                 26.536                 26.2    [[25.739, 0.461]]
 26.2    departure               26.536                inf      []
 26.536  arrival                 28.242                 26.887  [[26.536, 0.351]]
 26.887  departure               28.242                inf      []
 28.242  arrival                 28.891                 28.854  [[28.242, 0.612]]
 28.854  departure               28.891                inf      []
 28.891  arrival                 31.137                 29.619  [[28.891, 0.728]]
 29.619  departure               31.137                inf      []
 31.137  arrival                 31.841                 31.623  [[31.137, 0.486]]
 31.623  departure               31.841                inf      []
 31.841  arrival                 32.466                 32.356  [[31.841, 0.515]]
 32.356  departure               32.466                inf      []
 32.466  arrival                 33.828                 32.821  [[32.466, 0.355]]
 32.821  departure               33.828                inf      []
 33.828  arrival                 35.171                 34.333  [[33.828, 0.505]]
 34.333  departure               35.171                inf      []
 35.171  arrival                 36.172                 35.59   [[35.171, 0.419]]
 35.59   departure               36.172                inf      []
 36.172  arrival                 36.946                 36.874  [[36.172, 0.702]]
 36.874  departure               36.946                inf      []
 36.946  arrival                 38.618                 37.314  [[36.946, 0.368]]
 37.314  departure               38.618                inf      []
 38.618  arrival                 39.959                 39.059  [[38.618, 0.441]]
 39.059  departure               39.959                inf      []
 39.959  arrival                 41.152                 40.55   [[39.959, 0.591]]
 40.55   departure               41.152                inf      []
 41.152  arrival                 42.306                 41.823  [[41.152, 0.671]]
 41.823  departure               42.306                inf      []
 42.306  arrival                 43.7                   42.657  [[42.306, 0.351]]
 42.657  departure               43.7                  inf      []
 43.7    arrival                 45.096                 44.053  [[43.7, 0.353]]
 44.053  departure               45.096                inf      []
 45.096  arrival                 46.636                 45.654  [[45.096, 0.558]]
 45.654  departure               46.636                inf      []
 46.636  arrival                 47.572                 46.987  [[46.636, 0.351]]
 46.987  departure               47.572                inf      []
 47.572  arrival                 49.306                 48.111  [[47.572, 0.539]]
 48.111  departure               49.306                inf      []
 49.306  arrival                 50.236                 49.684  [[49.306, 0.378]]
 49.684  departure               50.236                inf      []
 50.236  arrival                 51.258                 50.758  [[50.236, 0.522]]
 50.758  departure               51.258                inf      []
 51.258  arrival                 52.178                 51.882  [[51.258, 0.624]]
 51.882  departure               52.178                inf      []
 52.178  arrival                 52.75                  52.762  [[52.178, 0.584]]
 52.75   arrival                 53.746                 52.774  [[52.178, 0.012], [52.75, 0.456]]
 52.774  departure               53.746                 53.218  [[52.75, 0.444]]
 53.218  departure               53.746                inf      []
 53.746  arrival                 55.01                  54.109  [[53.746, 0.363]]
 54.109  departure               55.01                 inf      []
 55.01   arrival                 56.204                 55.602  [[55.01, 0.592]]
 55.602  departure               56.204                inf      []
 56.204  arrival                 57.389                 56.535  [[56.204, 0.331]]
 56.535  departure               57.389                inf      []
 57.389  arrival                 58.678                 58.018  [[57.389, 0.629]]
 58.018  departure               58.678                inf      []
 58.678  arrival                 59.693                 59.104  [[58.678, 0.426]]
 59.104  departure               59.693                inf      []
 59.693  arrival                 60.822                 60.018  [[59.693, 0.325]]
 60.018  departure               60.822                inf      []
 60.822  arrival                 61.672                 61.247  [[60.822, 0.425]]
 61.247  departure               61.672                inf      []
 61.672  arrival                 62.246                 62.213  [[61.672, 0.541]]
 62.213  departure               62.246                inf      []
 62.246  arrival                 63.789                 62.757  [[62.246, 0.511]]
 62.757  departure               63.789                inf      []
 63.789  arrival                 64.883                 64.506  [[63.789, 0.717]]
 64.506  departure               64.883                inf      []
 64.883  arrival                 66.079                 65.472  [[64.883, 0.589]]
 65.472  departure               66.079                inf      []
 66.079  arrival                 66.919                 66.524  [[66.079, 0.445]]
 66.524  departure               66.919                inf      []
 66.919  arrival                 67.714                 67.421  [[66.919, 0.502]]
 67.421  departure               67.714                inf      []
 67.714  arrival                 68.973                 68.039  [[67.714, 0.325]]
 68.039  departure               68.973                inf      []
 68.973  arrival                 69.861                 69.502  [[68.973, 0.529]]
 69.502  departure               69.861                inf      []
 69.861  arrival                 70.96                  70.201  [[69.861, 0.34]]
 70.201  departure               70.96                 inf      []
 70.96   arrival                 72.213                 71.445  [[70.96, 0.485]]
 71.445  departure               72.213                inf      []
 72.213  arrival                 72.856                 72.601  [[72.213, 0.388]]
 72.601  departure               72.856                inf      []
 72.856  arrival                 74.107                 73.59   [[72.856, 0.734]]
 73.59   departure               74.107                inf      []
 74.107  arrival                 75.906                 74.468  [[74.107, 0.361]]
 74.468  departure               75.906                inf      []
 75.906  arrival                 76.947                 76.353  [[75.906, 0.447]]
 76.353  departure               76.947                inf      []
 76.947  arrival                 78.401                 77.633  [[76.947, 0.686]]
 77.633  departure               78.401                inf      []
 78.401  arrival                 79.854                 79.026  [[78.401, 0.625]]
 79.026  departure               79.854                inf      []
 79.854  arrival                 80.943                 80.217  [[79.854, 0.363]]
 80.217  departure               80.943                inf      []
 80.943  arrival                 81.947                 81.418  [[80.943, 0.475]]
 81.418  departure               81.947                inf      []
 81.947  arrival                 82.793                 82.356  [[81.947, 0.409]]
 82.356  departure               82.793                inf      []
 82.793  arrival                 83.778                 83.223  [[82.793, 0.43]]
 83.223  departure               83.778                inf      []
 83.778  arrival                 84.23                  84.234  [[83.778, 0.456]]
 84.23   arrival                 85.649                 84.238  [[83.778, 0.004], [84.23, 0.664]]
 84.238  departure               85.649                 84.898  [[84.23, 0.66]]
 84.898  departure               85.649                inf      []
 85.649  arrival                 86.654                 86.103  [[85.649, 0.454]]
 86.103  departure               86.654                inf      []
 86.654  arrival                 88.494                 87.139  [[86.654, 0.485]]
 87.139  departure               88.494                inf      []
 88.494  arrival                 90.142                 88.988  [[88.494, 0.494]]
 88.988  departure               90.142                inf      []
 90.142  arrival                 91.585                 90.616  [[90.142, 0.474]]
 90.616  departure               91.585                inf      []
 91.585  arrival                 92.286                 92.156  [[91.585, 0.571]]
 92.156  departure               92.286                inf      []
 92.286  arrival                 93.419                 92.899  [[92.286, 0.613]]
 92.899  departure               93.419                inf      []
 93.419  arrival                 94.49                  93.876  [[93.419, 0.457]]
 93.876  departure               94.49                 inf      []
 94.49   arrival                 95.547                 94.846  [[94.49, 0.356]]
 94.846  departure               95.547                inf      []
 95.547  arrival                 97.09                  96.187  [[95.547, 0.64]]
 96.187  departure               97.09                 inf      []
 97.09   arrival                 97.454                 97.584  [[97.09, 0.494]]
 97.454  arrival                 98.328                 97.714  [[97.09, 0.13], [97.454, 0.488]]
 97.714  departure               98.328                 98.072  [[97.454, 0.358]]
 98.072  departure               98.328                inf      []
 98.328  arrival                 98.69                  98.764  [[98.328, 0.436]]
 98.69   arrival                 99.393                 98.838  [[98.328, 0.074], [98.69, 0.417]]
 98.838  departure               99.393                 99.181  [[98.69, 0.343]]
 99.181  departure               99.393                inf      []
 99.393  arrival                100.295                 99.873  [[99.393, 0.48]]
 99.873  departure              100.295                inf      []
100.295  arrival                101.434                100.677  [[100.295, 0.382]]
100.677  departure              101.434                inf      []
101.434  arrival                102.711                102.081  [[101.434, 0.647]]
102.081  departure              102.711                inf      []
102.711  arrival                104.256                103.394  [[102.711, 0.683]]
103.394  departure              104.256                inf      []
104.256  arrival                104.856                104.625  [[104.256, 0.369]]
104.625  departure              104.856                inf      []
104.856  arrival                105.549                105.546  [[104.856, 0.69]]
105.546  departure              105.549                inf      []
105.549  arrival                107.782                106.107  [[105.549, 0.558]]
106.107  departure              107.782                inf      []
107.782  arrival                108.484                108.311  [[107.782, 0.529]]
108.311  departure              108.484                inf      []
108.484  arrival                109.741                109.007  [[108.484, 0.523]]
109.007  departure              109.741                inf      []
109.741  arrival                110.679                110.221  [[109.741, 0.48]]
110.221  departure              110.679                inf      []
110.679  arrival                111.67                 111.3    [[110.679, 0.621]]
111.3    departure              111.67                 inf      []
111.67   arrival                112.762                112.29   [[111.67, 0.62]]
112.29   departure              112.762                inf      []
112.762  arrival                114.189                113.173  [[112.762, 0.411]]
113.173  departure              114.189                inf      []
114.189  arrival                115.527                114.743  [[114.189, 0.554]]
114.743  departure              115.527                inf      []
115.527  arrival                116.611                115.965  [[115.527, 0.438]]
115.965  departure              116.611                inf      []
116.611  arrival                117.467                117.144  [[116.611, 0.533]]
117.144  departure              117.467                inf      []
117.467  arrival                118.655                118.103  [[117.467, 0.636]]
118.103  departure              118.655                inf      []
118.655  arrival                119.584                119.127  [[118.655, 0.472]]
119.127  departure              119.584                inf      []
119.584  arrival                120.609                120.09   [[119.584, 0.506]]
120.09   departure              120.609                inf      []
120.609  arrival                121.423                121.28   [[120.609, 0.671]]
121.28   departure              121.423                inf      []
121.423  arrival                122.248                122.149  [[121.423, 0.726]]
122.149  departure              122.248                inf      []
122.248  arrival                123.554                122.809  [[122.248, 0.561]]
122.809  departure              123.554                inf      []
123.554  arrival                124.641                123.945  [[123.554, 0.391]]
123.945  departure              124.641                inf      []
124.641  arrival                125.717                125.071  [[124.641, 0.43]]
125.071  departure              125.717                inf      []
125.717  arrival                126.921                126.241  [[125.717, 0.524]]
126.241  departure              126.921                inf      []
