number of servers switched on: 3
number of jobs: 1000
seed: 500
   time  event        next arrival time    next departure time  job list
  3.986  arrival                  4.399                  4.231  [[3.986, 0.245]]
  4.231  departure                4.399                inf      []
  4.399  arrival                  4.727                  4.698  [[4.399, 0.299]]
  4.698  departure                4.727                inf      []
  4.727  arrival                  5.099                  5.017  [[4.727, 0.29]]
  5.017  departure                5.099                inf      []
  5.099  arrival                  5.507                  5.318  [[5.099, 0.219]]
  5.318  departure                5.507                inf      []
  5.507  arrival                  5.676                  5.982  [[5.507, 0.475]]
  5.676  arrival                  5.81                   6.288  [[5.507, 0.306], [5.676, 0.361]]
  5.81   arrival                  6.012                  6.527  [[5.507, 0.239], [5.676, 0.294], [5.81, 0.348]]
  6.012  arrival                  6.104                  6.7    [[5.507, 0.172], [5.676, 0.227], [5.81, 0.281], [6.012, 0.45]]
  6.104  arrival                  6.469                  6.849  [[5.507, 0.149], [5.676, 0.204], [5.81, 0.258], [6.012, 0.427], [6.104, 0.403]]
  6.469  arrival                  6.897                  6.925  [[5.507, 0.076], [5.676, 0.131], [5.81, 0.185], [6.012, 0.354], [6.104, 0.33], [6.469, 0.364]]
  6.897  arrival                  7.337                  6.932  [[5.507, 0.005], [5.676, 0.06], [5.81, 0.114], [6.012, 0.283], [6.104, 0.259], [6.469, 0.293], [6.897, 0.439]]
  6.932  departure                7.337                  7.262  [[5.676, 0.055], [5.81, 0.109], [6.012, 0.278], [6.104, 0.254], [6.469, 0.288], [6.897, 0.434]]
  7.262  departure                7.337                  7.532  [[5.81, 0.054], [6.012, 0.223], [6.104, 0.199], [6.469, 0.233], [6.897, 0.379]]
  7.337  arrival                  7.71                   7.571  [[5.81, 0.039], [6.012, 0.208], [6.104, 0.184], [6.469, 0.218], [6.897, 0.364], [7.337, 0.417]]
  7.571  departure                7.71                   8.296  [[6.012, 0.169], [6.104, 0.145], [6.469, 0.179], [6.897, 0.325], [7.337, 0.378]]
  7.71   arrival                  8.08                   8.412  [[6.012, 0.141], [6.104, 0.117], [6.469, 0.151], [6.897, 0.297], [7.337, 0.35], [7.71, 0.46]]
  8.08   arrival                  9.075                  8.465  [[6.012, 0.079], [6.104, 0.055], [6.469, 0.089], [6.897, 0.235], [7.337, 0.288], [7.71, 0.398], [8.08, 0.323]]
  8.465  departure                9.075                  8.609  [[6.012, 0.024], [6.469, 0.034], [6.897, 0.18], [7.337, 0.233], [7.71, 0.343], [8.08, 0.268]]
  8.609  departure                9.075                  8.659  [[6.469, 0.01], [6.897, 0.156], [7.337, 0.209], [7.71, 0.319], [8.08, 0.244]]
  8.659  departure                9.075                  9.243  [[6.897, 0.146], [7.337, 0.199], [7.71, 0.309], [8.08, 0.234]]
  9.075  arrival                  9.966                  9.285  [[6.897, 0.042], [7.337, 0.095], [7.71, 0.205], [8.08, 0.13], [9.075, 0.289]]
  9.285  departure                9.966                  9.497  [[7.337, 0.053], [7.71, 0.163], [8.08, 0.088], [9.075, 0.247]]
  9.497  departure                9.966                  9.602  [[7.71, 0.11], [8.08, 0.035], [9.075, 0.194]]
  9.602  departure                9.966                  9.752  [[7.71, 0.075], [9.075, 0.159]]
  9.752  departure                9.966                  9.836  [[9.075, 0.084]]
  9.836  departure                9.966                inf      []
  9.966  arrival                 10.196                 10.321  [[9.966, 0.355]]
 10.196  arrival                 10.715                 10.446  [[9.966, 0.125], [10.196, 0.224]]
 10.446  departure               10.715                 10.545  [[10.196, 0.099]]
 10.545  departure               10.715                inf      []
 10.715  arrival                 11.078                 10.947  [[10.715, 0.232]]
 10.947  departure               11.078                inf      []
 11.078  arrival                 11.286                 11.353  [[11.078, 0.275]]
 11.286  arrival                 11.585                 11.42   [[11.078, 0.067], [11.286, 0.322]]
 11.42   departure               11.585                 11.675  [[11.286, 0.255]]
 11.585  arrival                 12.116                 11.765  [[11.286, 0.09], [11.585, 0.219]]
 11.765  departure               12.116                 11.894  [[11.585, 0.129]]
 11.894  departure               12.116                inf      []
 12.116  arrival                 12.279                 12.45   [[12.116, 0.334]]
 12.279  arrival                 12.72                  12.621  [[12.116, 0.171], [12.279, 0.31]]
 12.621  departure               12.72                  12.76   [[12.279, 0.139]]
 12.72   arrival                 13.113                 12.8    [[12.279, 0.04], [12.72, 0.354]]
 12.8    departure               13.113                 13.114  [[12.72, 0.314]]
 13.113  arrival                 13.62                  13.115  [[12.72, 0.001], [13.113, 0.39]]
 13.115  departure               13.62                  13.504  [[13.113, 0.389]]
 13.504  departure               13.62                 inf      []
 13.62   arrival                 13.833                 13.956  [[13.62, 0.336]]
 13.833  arrival                 14.624                 14.079  [[13.62, 0.123], [13.833, 0.4]]
 14.079  departure               14.624                 14.356  [[13.833, 0.277]]
 14.356  departure               14.624                inf      []
 14.624  arrival                 14.785                 15.102  [[14.624, 0.478]]
 14.785  arrival                 15.296                 15.419  [[14.624, 0.317], [14.785, 0.33]]
 15.296  arrival                 15.558                 15.482  [[14.624, 0.062], [14.785, 0.075], [15.296, 0.35]]
 15.482  departure               15.558                 15.508  [[14.785, 0.013], [15.296, 0.288]]
 15.508  departure               15.558                 15.783  [[15.296, 0.275]]
 15.558  arrival                 16.614                 16.008  [[15.296, 0.225], [15.558, 0.294]]
 16.008  departure               16.614                 16.077  [[15.558, 0.069]]
 16.077  departure               16.614                inf      []
 16.614  arrival                 17.133                 17.012  [[16.614, 0.398]]
 17.012  departure               17.133                inf      []
 17.133  arrival                 17.501                 17.612  [[17.133, 0.479]]
 17.501  arrival                 17.653                 17.723  [[17.133, 0.111], [17.501, 0.464]]
 17.653  arrival                 18.456                 17.758  [[17.133, 0.035], [17.501, 0.388], [17.653, 0.449]]
 17.758  departure               18.456                 18.464  [[17.501, 0.353], [17.653, 0.414]]
 18.456  arrival                 18.75                  18.468  [[17.501, 0.004], [17.653, 0.065], [18.456, 0.276]]
 18.468  departure               18.75                  18.59   [[17.653, 0.061], [18.456, 0.272]]
 18.59   departure               18.75                  18.801  [[18.456, 0.211]]
 18.75   arrival                 20.218                 18.852  [[18.456, 0.051], [18.75, 0.274]]
 18.852  departure               20.218                 19.075  [[18.75, 0.223]]
 19.075  departure               20.218                inf      []
 20.218  arrival                 20.698                 20.628  [[20.218, 0.41]]
 20.628  departure               20.698                inf      []
 20.698  arrival                 21.035                 21.016  [[20.698, 0.318]]
 21.016  departure               21.035                inf      []
 21.035  arrival                 21.668                 21.495  [[21.035, 0.46]]
 21.495  departure               21.668                inf      []
 21.668  arrival                 22.014                 21.968  [[21.668, 0.3]]
 21.968  departure               22.014                inf      []
 22.014  arrival                 22.235                 22.24   [[22.014, 0.226]]
 22.235  arrival                 22.387                 22.245  [[22.014, 0.005], [22.235, 0.29]]
 22.245  departure               22.387                 22.53   [[22.235, 0.285]]
 22.387  arrival                 22.777                 22.673  [[22.235, 0.143], [22.387, 0.481]]
 22.673  departure               22.777                 23.011  [[22.387, 0.338]]
 22.777  arrival                 22.983                 23.245  [[22.387, 0.234], [22.777, 0.305]]
 22.983  arrival                 23.38                  23.376  [[22.387, 0.131], [22.777, 0.202], [22.983, 0.221]]
 23.376  departure               23.38                  23.518  [[22.777, 0.071], [22.983, 0.09]]
 23.38   arrival                 23.731                 23.587  [[22.777, 0.069], [22.983, 0.088], [23.38, 0.453]]
 23.587  departure               23.731                 23.625  [[22.983, 0.019], [23.38, 0.384]]
 23.625  departure               23.731                 23.99   [[23.38, 0.365]]
 23.731  arrival                 24.203                 24.249  [[23.38, 0.259], [23.731, 0.427]]
 24.203  arrival                 25.342                 24.272  [[23.38, 0.023], [23.731, 0.191], [24.203, 0.35]]
 24.272  departure               25.342                 24.608  [[23.731, 0.168], [24.203, 0.327]]
 24.608  departure               25.342                 24.767  [[24.203, 0.159]]
 24.767  departure               25.342                inf      []
 25.342  arrival                 25.739                 25.721  [[25.342, 0.379]]
 25.721  departure               25.739                inf      []
 25.739  arrival                 26.237                 26.049  [[25.739, 0.31]]
 26.049  departure               26.237                inf      []
 26.237  arrival                 26.455                 26.591  [[26.237, 0.354]]
 26.455  arrival                 26.612                 26.727  [[26.237, 0.136], [26.455, 0.43]]
 26.612  arrival                 27.631                 26.783  [[26.237, 0.057], [26.455, 0.351], [26.612, 0.243]]
 26.783  departure               27.631                 27.155  [[26.455, 0.294], [26.612, 0.186]]
